headlines,date
Record Stocks Rally Halted in US Intraday as Retailers Falter on Holiday Sales,11-28-16
Market Chatter: All Amazon Databases to Stop Using Oracle by End of 2019,11-28-18
AWS Announces Significant Investments in AWS Partner Network (APN) with New AWS Marketplace Features and APN Programs to Support Massive Cloud Growth,11-28-17
Cyber Monday Sales Show Early Increase for Online Retailers After Black Friday Surge,11-28-16
"Market Chatter: Textron Sees Amazon as Potential Customer, Reuters Reports",11-28-17
Amazon launches Security Hub,11-28-18
Stocks Surge With Dow Up More Than 600 Points as Powell's Speech Eases Rate Worries,11-28-18
"Stock Rally Fades by US Close as Dow, S&P Post First Decline in Five Days",11-28-16
Amazon.com Obtains Indian Regulatory Body's Approval for 49% Stake Acquisition in Future Coupons,11-28-19
AWS Announces New Amazon EC2 Instances,11-29-17
AWS Announces Amazon GuardDuty,11-29-17
Amazon Web Services re:Invent 2016,11-29-16
Market Chatter: Amazon Said to Design New Data Center Chip,11-29-19
"Amazon Adds a Little Jingle to the Jungle by Offering Prime Members Exclusive Early Showings of Jumanji: Welcome to The Jungle on December 8, 2017",11-29-17
Salesforce.com Says Black Friday Was Busiest Digital Shopping Day of Holiday Season,11-29-17
Amazon.com to Give Prime Members Exclusive Access to 'Jumanji: Welcome to the Jungle' Early Screenings,11-29-17
Germany next to put Amazon under the microscope,11-29-18
"Amazon.com to Hire 200,000 People For Holiday Season",11-29-19
"Cyber Monday Set To Break Record With $3.39 Billion In Sales, Adobe Systems Says",11-29-16
German Authorities Launch Probe Into Amazon's Treatment of Third-Party Sellers,11-29-18
"AWS chips target AMD, INTC - Wells Fargo",11-29-19
National Australia Bank Selects AWS as its Long Term Strategic Cloud Provider,11-29-18
Audible to Provide Free Audible Memberships and Fire Tablets to All Newark High School Students and Their Teachers,11-29-17
"Amazon Confirms: This Cyber Monday was the Single Biggest Shopping Day Ever, Surpassing Prime Day for the Most Products Ordered Worldwide",11-29-17
The Walt Disney Company Selects AWS as its Preferred Public Cloud Infrastructure Provider,11-29-17
Sector Update: Technology Stocks Mainly Weaker Ahead of Opening Bell,11-29-17
Amazon reportedly developing touchscreen Echo-type device,11-29-16
"Amazon announces new AWS customers, says Cyber Monday biggest day yet",11-29-17
Amazon.com Says Cyber Monday Was Biggest Shopping Day in Its History,11-29-17
"Employees Reveal Safety Issues In Amazon.com's Delivery Operations, Reports Say",11-29-19
"French Activists Protest, German Workers on Strike Against Amazon During Post-Thanksgiving Sales",11-29-19
"Adobe Analytics: Thanksgiving Online Sales Hit Record of $4.2 Billion, Black Friday Online Sales on Pace for $7.4 Billion",11-29-19
Amazon.com Studios Orders Two New Kids Series,11-29-16
"Black Friday Online Sales Up 19% After Thanksgiving Misses Views, Adobe Says",11-29-19
"Midday Update: Tech Sector Takes Shellacking, Led by Chipmakers, FANG Stocks",11-29-17
AWS Announces the DeepRacer League (DRL),11-29-18
"S&P 500 Posts 1% Weekly Gain, Led by Consumer Discretionary, Tech; Index Climbs 3.4% for Month",11-29-19
AWS Announces Two New Container Capabilities—Amazon Elastic Container Service for Kubernetes (EKS) and AWS Fargate,11-29-17
AWS Announces a Slew of New IoT Services; Brings Machine Learning to the Edge,11-29-17
AWS Announces Five New Machine Learning Services and the World’s First Deep Learning-Enabled Video Camera for Developers,11-29-17
Reports: MLB joining crowded ring fighting for Fox RSNs,11-29-18
"Black Friday Trade Orders Placed on Mobile Devices Reach Fresh Record, TD Ameritrade Says",11-29-18
"Analyst Actions: DA Davidson Ups Amazon Price Target to $1,500, Keeps Buy",11-29-17
Market Chatter: Amazon.com Reportedly Developing Higher-End Alexa Speaker,11-29-16
Lawmakers push Amazon harder for facial rec answers,11-29-18
Amazon Web Services announces new AI products,11-29-17
"Best-Ever Holiday Shopping Weekend for Amazon Devices—Top-Selling Products Across all Categories on Amazon were Echo Dot, Fire TV Stick with Alexa Voice Remote, Fire Tablet, and Amazon Echo",11-29-16
Capital One Selects AWS as its Predominant Cloud Infrastructure Provider,11-29-16
Amazon device sales register all-time best holiday weekend,11-29-16
"AWS Announces New Programs, Competencies, and Tools to Support Growing AWS Partner Network",11-29-16
CNBC: Amazon.com readying Alexa platform for business users,11-29-17
Amazon releases new drone delivery video,11-30-15
OPTIONS: Option Implied Volatility for Cyber Monday Retailers and Shippers,11-30-15
Qualcomm Plans to Support Amazon Web Service's New Greengrass Platform Across Portfolios,11-30-16
Apple Music coming to Amazon Echos,11-30-18
DigitalGlobe Goes All-In on AWS,11-30-17
Retail stocks on watch after Amazon scoops up more Black Friday sales,11-30-15
"Best Option Trade Ideas for Apple, Amazon.com, General Electric, Facebook, and Twitter",11-30-18
Analysts raise Amazon price targets to new Street high,11-30-17
Guidewire Software Receives Amazon Web Services Financial Services Competency Designation,11-30-16
Activision Blizzard and Bungie Bring Destiny 2 To Amazon's Alexa,11-30-17
Amazon considering conversion of Italian power stations to data centers,11-30-16
Amazon to Allow Users Access to Apple Music on Echo Devices Next Month in Rare Mashup,11-30-18
Amazon.com Says The Holiday Weekend Was Its Best Ever For Sale of Own Devices,11-30-16
"Market Chatter: Amazon.com Dips, In Talks With Enel to Convert Old Power Stations in Italy to Data Centers",11-30-16
AWS Announces Two New Hybrid Services to Help Customers Extend the AWS Cloud to Connected Devices,11-30-16
Workday Selects AWS as Preferred Public Cloud Services Provider for Customer Production,11-30-16
AWS Announces Three New Amazon AI Services,11-30-16
AWS Extends Amazon Aurora with PostgreSQL Compatibility,11-30-16
AWS Announces Seven New Compute Services and Capabilities to Support an Even Wider Range of Workloads,11-30-16
AWS Launches Amazon Athena,11-30-16
Market Chatter: Alphabet's Google Considering Folding Home-Automation Unit Into Hardware Team,11-30-17
AWS Announces Alexa for Business,11-30-17
Market Chatter: Amazon.com Unveils New Artificial Intelligence-Based Offerings,11-30-16
Amazon officially announces Alexa for Business,11-30-17
US Auto Parts Seen by Barrington as Growing Sales on Distribution Deals,11-30-18
"Cyber Monday Desktop Online Sales Jump 17%, Amazon Leads Cyber Monday Traffic, comScore Says",11-30-16
Fitch Says It's Tough to Quantify Benefits to State Tax Revenues in Wake of Wayfair Court Ruling,11-30-18
Amazon Early Cyber Monday Same-Store Sales Jump 22.4% YoY - ChannelAdvisor Says,11-30-15
"S&P 500 Posts 4.8% Weekly Gain, Erasing Month's Prior Declines, Closes Up 1.8% for November",11-30-18
CNBC: Amazon in exploratory talks with generic-drug makers,11-30-17
Market Chatter: Amazon.com Talks to Generics Companies About Entering Pharmacy Business,11-30-17
MT Newswires After-Hours News Movers,11-30-17
Amazon.com Makes Alexa Ready for Business,12-01-17
"Record Weekend for Amazon Devices—Up 3x Over Last Year, with Millions of Devices Sold",12-01-15
Amazon.com Holiday Weekend Sales Of Amazon Devices Increase 3X Year-Over-Year -- Shares Edge Higher,12-01-15
Sector Update: Health Care Stocks Mostly Lower Ahead of the Open Friday,12-01-17
Sector Update: Consumer,12-01-15
Sector Update: Consumer Stocks Mainly Unchanged Pre-Bell Despite Amazon Shares Advancing,12-01-15
"Analyst Actions: Amazon PT Raised $150 to $850 at Barclays, Overweight Maintained; Shares Rise 1% Pre Bell",12-01-15
FlexShares STOXX US ESG Impact Index ETF (ESG) November Summary,12-01-16
Amazon Video Direct Announces Official Selections From The 2017 Sundance Film Festival Now Streaming on Amazon Prime Video,12-01-17
HBO and Cinemax Now Available for Amazon Prime Members with Amazon Channels,12-01-16
IMDb Announces the Top 10 Stars and Top 10 Breakout Stars of 2015 as Determined by Page Views,12-01-15
"Amazon Channels adds HBO, Cinemax",12-01-16
Wells Fargo raises Amazon price target to new Street high,12-01-17
Amazon plans debt offering; Moody's cuts outlook,12-01-14
"Analyst Actions: Oppenheimer Raises Amazon.com PT to $1,330 vs $1,165, Reiterates Outperform",12-01-17
Amazon Debuts HBO and Cinemax on Channels Program,12-01-16
"Analyst Actions: Amazon.com Price Target Raised To $850 At Barclays, Reiterated Overweight",12-01-15
Analyst Actions: Wells Fargo Boosts Price Target for Amazon.com to $1525; Reiterates Overweight Rating,12-01-17
Report: Cyber Monday online sales up 9%,12-01-14
Market Chatter: Alibaba Group Holding Close to Buying Snapdeal,12-01-16
Stocks Trade Mostly Lower in US Intraday as Tech Shares Weigh on Nasdaq,12-01-16
Amazon nears highs after Barclays sets $850 target; strong hardware sales reported,12-01-15
Market Chatter: Amazon.com Unveils Security Tool for Cloud Customers to Fight Competition in Microsoft & Google,12-01-16
Cyber Monday sales slow on early discounts,12-02-14
AWS re:Invent runs from December 2-6,12-02-19
AWS and Salesforce Extend Global Strategic Alliance,12-02-16
Klarna Selects AWS as Its Preferred Cloud Provider,12-02-19
Best Western Hotels and Resorts Go All-In on AWS,12-02-19
Formula 1 Works with AWS to Develop Next Generation Race Car,12-02-19
Amazon Orders Trial from David E. Kelley,12-02-15
Amazon's AWS and Salesforce Broaden Strategic Alliance to Deliver New Service Integrations,12-02-16
SunTrust sees stronger holiday sales for Amazon,12-02-19
"Amazon Web Services, Salesforce extend cloud infrastructure partnership",12-02-16
Amazon testing cheaper warehouses - Bloomberg,12-02-19
"Cyber Monday Morning Revenue 18% Ahead of Last Year, Adobe Analytics Says",12-02-19
Amazon debuts Transcribe Medical,12-02-19
AWS Announces New Quantum Computing Service (Amazon Braket) along with AWS Center for Quantum Computing and AWS Quantum Solutions Lab,12-02-19
Amazon Launches Amazon Transcribe Medical for Physicians,12-02-19
Amazon sustains aggressive cloud approach,12-02-16
Delivery giants put to the test,12-02-19
Cyber Monday Online US Sales Reach $628 Million While Holiday Shopping Tops $72 Billion So Far,12-02-19
"Research Alert: CFRA Keeps Buy Opinion On Shares Of Amazon.com, Inc.",12-02-19
"NovaBay Pharma Starts NovaWipes Eyelid Wipes on Amazon.com, NovaBay Stock Surges 12%",12-02-19
Bezos has Amazon succession plan in place,12-02-14
Amazon unveils quantum computing service,12-02-19
Amazon.com's Amazon Web Services Rolls Out Three New Initiatives,12-02-19
U.S. weighing $2.4B of tariffs in response to France's digital services tax,12-02-19
Amazon Announces Three New Renewable Energy Projects in the US and Spain to Support Amazon’s Pledge to Reach 80% Renewable Energy by 2024 and 100% Renewable Energy by 2030,12-03-19
CORRECTING and REPLACING Amazon’s Best of Prime 2018: Prime Members Worldwide Ordered Two Billion Products with One-Day Delivery or Faster,12-03-18
Amazon Customers Shop at Record Levels Again This Holiday Season – Cyber Monday 2019 Becomes the Single Biggest Shopping Day in the Company’s History,12-03-19
Market Chatter: Amazon Trials Cashierless Checkout Technology at Bigger Stores,12-03-18
Amazon tests cashierless tech in larger stores,12-03-18
Amazon Introduces Restaurant Delivery on Prime Now in Baltimore,12-03-15
"Amazon.com Launches Renewable Energy Projects in US, Spain",12-03-19
Amazon.com Says Cyber Monday Again Single-Biggest Shopping Day in History,12-03-19
Cerner Names AWS as Its Preferred Cloud and Machine Learning Provider,12-03-19
"Amazon Celebrates Giving Tuesday by Delivering Smiles to Toys for Tots with a Little Help from Alexa and the Stars of “Dolittle,” Robert Downey Jr. and Craig Robinson",12-03-19
Amazon Fire Tablet Now Available in China,12-03-15
Sector Update: Consumer Stocks Mostly Up In Monday Pre-Bell Trading,12-03-18
"Cyber Monday Sales Jump Almost 20% to $9.4 Billion as Consumers Order Dolls, Televisions, Adobe Analytics Says",12-03-19
"Thinking about trading options or stock in Amazon.com, Anthem, Burlington Stores, Netflix, or Tesla?",12-03-19
Amazon reveals Prime 2018 data,12-03-18
Code.org and Amazon Kick Off Hour of Code: Dance Party to Introduce One Million Girls to Coding,12-03-18
Shopping traffic up 14% over Thanksgiving weekend,12-03-19
"European Commission Launches Preliminary Data Usage Probes Into Google, Facebook",12-03-19
Amazon unveils Graviton2 processor,12-03-19
AWS and FOX Team Up to Reinvent Media Content Delivery,12-03-19
AWS Announces AWS Wavelength,12-03-19
"AWS Announces Contact Lens for Amazon Connect, a New Machine Learning-Powered Analytics Capability for Customers to Better Assess Call Contacts",12-03-19
AWS Announces Nine New Compute and Networking Innovations for Amazon EC2,12-03-19
AWS Announces Five New Machine Learning Services That Reinvent and Improve Everyday Enterprise Tasks – With No Machine Learning Experience Required,12-03-19
AWS Announces General Availability of AWS Outposts,12-03-19
AWS Announces AWS Fargate for Amazon Elastic Kubernetes Service (Amazon EKS),12-03-19
"AWS Announces Six New Amazon SageMaker Capabilities, Including the First Fully Integrated Development Environment (IDE) for Machine Learning (Amazon SageMaker Studio)",12-03-19
AWS and Verizon Team Up to Deliver 5G Edge Cloud Computing,12-03-19
AWS Announces Three New Security Offerings,12-03-19
AWS Announces First AWS Local Zone in Los Angeles,12-03-19
"Verizon, Amazon team on 5G edge computing",12-03-19
Amazon.com Unveils Next Generation of ARM Processors,12-03-19
"Analyst Actions: Citigroup Initiates Coverage on Amazon.com With Buy Rating, $2,200 Price Target",12-03-19
TiVo Adds Amazon Prime Video App to Pay-TV Operator Customers,12-03-19
"FT: France, Germany plan digital tax compromise",12-03-18
AWS launches Local Zone in Los Angeles,12-03-19
Amazon.com Partners With Verizon on Improving Speed on 5G Networks,12-03-19
Amazon launches food-ordering service,12-03-14
Market Chatter: Chinese E-Commerce Platforms' Sales Get Boost on Black Friday,12-04-19
Tight race for world's most valuable company,12-04-18
U.K. set to introduce digital services tax,12-04-19
Market Chatter: New York Yankees Reportedly Teaming Up With Amazon to Live Stream Baseball Games,12-04-19
VanEck Vectors Morningstar Wide Moat ETF (MOAT) November Summary,12-04-17
AWS Announces Strategic Collaboration with Novartis to Accelerate Digital Transformation of Its Business Operations,12-04-19
FINRA CAT Selects AWS for Consolidated Audit Trail,12-04-19
