Headline,Date
Market Chatter: Facebook & Oculus Named in Techno View's Lawsuit Alleging Infringement of 3D Imaging Patent,04-07-2017
"Headset maker sues Oculus, Facebook in new VR patent suit",04-07-2017
Facebook Rolls Out Call-to-Action Units for Publishers,04-07-2017
BBC: Facebook failed to remove sexualized child photos,03-07-2017
LinkedIn accounting chief moving to same role at Facebook,03-07-2017
Market Chatter: German Court Rejects Injunction Request Against Facebook in Selfie Case by Syrian Refugee,03-07-2017
Correction: Pre-Market Briefing: US Equities Eye Lower Open; Republicans Unveil Obamacare Replacement,03-07-2017
Market Chatter: Facebook Suspends Location-Sharing as Italian Court Rules it Violated Copyright Laws,03-07-2017
Pre-Market Briefing: US Equities Eye Lower Open; Republicans Unveil Obamacare Replacement,03-07-2017
Market Chatter: Facebook Faces Bid From Ireland Privacy Watchdog to Refer Data Transfer Issue to EU Court,02-07-2017
Tech Sector Helps Nasdaq Post First Gain in Four Days While Dow Retreats,12-06-2017
"Evercore ISI initiates Amazon, Alphabet, and Facebook",12-06-2017
Market Chatter: Facebook Said to be Enabling Users Outside U.S. to Make Mobile Payments,11-06-2017
Social Media Market is Projected to Grow With Internet and Smartphones Users,11-06-2017
"Wells Fargo's robot analyst says to dump Facebook, Google",10-06-2017
WSJ: Facebook cut Russia out of April report on election influence,10-06-2017
"Facebook Says About $100,000 Election Ads Likely Linked to Russia",09-06-2017
Facebook finds six figures of Russian election-related ad spend,09-06-2017
Market Chatter: Oracle Breaks With Tech Industry And Supports Anti-Sex Trafficking Legislation,09-06-2017
"Technical Research on Internet Equities -- Facebook, Alphabet, Groupon, and Wix.com",09-06-2017
"Facebook inflates its ad reach by millions, analyst asserts",09-06-2017
"Trump's move to end ""Dreamers"" program sparks corporate condemnation",09-06-2017
Instagram adds photo and video reply options,07-06-2017
"Market Chatter: Facebook, Twitter, Snap Said to Seek Online Rights to World Cup Clips From Fox",07-06-2017
Pre-Market Briefing: US Equities Futures Edge Lower Amid Lack of Fed Consensus For Hikes,07-06-2017
Seeking World Cup clips from Fox,07-06-2017
"WPP's Sorrell: AOL, Snap can make digital-ad inroads against Facebook, Google",04-06-2017
"Instinet reissues Facebook at Buy, views Snap impact to growth trajectory unlikely",02-06-2017
Facebook Launches Fact-Checking Experiment in France,02-06-2017
"Apple, Microsoft and 95 Other Tech Firms File Brief Against Trump Immigration Order",02-06-2017
Tech groups file action against travel ban,02-06-2017
Ad holdcos eye major spending increase with Amazon.com,12-05-2017
Facebook to spend billions on sports streaming,12-05-2017
"House panel invites Facebook, Twitter, Google to Nov. 1 hearing",10-05-2017
Bloomberg: Facebook ponying up for music rights for videos,09-05-2017
WhatsApp moving forward with monetizable business features,09-05-2017
Market Chatter: Facebook's WhatsApp to Eventually Charge Companies to Use Some Features,09-05-2017
Facebook's failed $600M cricket bid may presage NFL streaming dreams,09-05-2017
"Thinking about buying stock in Apple, Facebook, Nutanix, Inc., Overstock.com or Tesla?",09-05-2017
"Worldwide AR/VR market up 25.5% in Q2, Samsung leads",09-05-2017
Stocks to watch next week,08-05-2017
Market Chatter: Facebook Building Standalone Group Video Chat App,07-05-2017
Sector Update: Technology Stocks Weaker Ahead of Session's Open,07-05-2017
Market Chatter: Facebook Challenges Gag Order From US Court on Government Search Warrants,07-05-2017
Pre-Market Briefing: US Equities Futures Off; Investors Eye Minutes From Fed Meeting,07-05-2017
Sony Corp Sells 1 Mln PlayStation VR Headsets,06-05-2017
Want to Show Your Support for Pride on Facebook? Here's How!,06-05-2017
Sony sells 1M PlayStation VR headsets,06-05-2017
"Stock Options Trade Ideas for Advanced Micro Devices, Facebook, Netflix, NVIDIA and Walmart Stores Inc.",05-05-2017
Facebook' Oculus Closes Down Story Studio to Focus on External Production,05-05-2017
Pre-Market Briefing: US Equities Futures Near Unchanged; April Employment Data on Tap,05-05-2017
Families of San Bernardino victims sue tech giants,05-05-2017
Oculus closes VR film studio,05-05-2017
Facebook to Launch Free Version of Workplace; Shares Touch New Record High,04-05-2017
"Facebook testing free version of its Slack rival, Workplace",04-05-2017
Facebook Introduces Tools to Prevent 'Revenge Porn',04-05-2017
Officer Cox Christopher K Files To Sell $1.8M of FB on 12/27/16,01-05-2017
Facebook targets young children with Messenger Kids,12-04-2017
Facebook Unveils New Kids Messaging App,12-04-2017
Facebook Introduces Messenger App For Kids With Parental Supervision,12-04-2017
Midday Update: Stocks Rally to Record Highs After Senate Approves Tax Reform,12-04-2017
Facebook to Create 800 Jobs at New London Office,12-04-2017
"Google, Facebook Face Australia Regulatory Scrutiny Into Impact on Media, Advertising",12-04-2017
Facebook opens new HQ in London,12-04-2017
Pre-Market Briefing: US Equities Futures Gain in Wake of Senate Vote on Tax Reform,12-04-2017
Facebook to Announce Third Quarter 2017 Results,10-04-2017
RBC: Russia/election flak unlikely to slow down Facebook,10-04-2017
"After Hours Watch List Scorecard: FIVN, LNTH, FB, TSLA",05-04-2017
"BetterInvesting Top 100, Reflecting the Portfolios of Main Street Investors, Rises in April and Gains 13.2 Percent Annually for Past Five Years",05-04-2017
"Mid-Day Update: U.S. Stocks Soft Amid Weaker Oil Prices, Corporate Results",05-04-2017
"U.S. Stocks Slip Midday as Crude Prices Fall, Companies Report Earnings",05-04-2017
Facebook -0.7%; analysts hike price targets after broad beat,05-04-2017
US Stocks Set for Gains Amid Corporate Earnings; Jobless Claims Sink More Than Expected,05-04-2017
"US Futures Rise Amid Corporate Earnings, Facebook Tops Q1 Estimates",05-04-2017
Artificial Intelligence (AI) Fueling Serious Competitive Advantages for Sports Media and Social Media Publishers,05-04-2017
"--Analyst Actions: RBC Raises Price Target on Facebook to $185 From $175, Maintains Outperform Rating",05-04-2017
Facebook First Quarter Earnings Beat Analysts' Expectations as Mobile Advertising Revenue Expands,05-04-2017
Correction: Facebook Declines After-Hours Even as Q1 EPS Tops Street View,05-04-2017
"Analyst Actions: Facebook Price Target Boosted by Pivotal to $140 From $135, Hold Rating Maintained",05-04-2017
New York appeals court rules against Facebook in search-warrant case,04-04-2017
BTIG initiates low-visibility Snap at Neutral,04-04-2017
Facebook's WhatsApp Seeks Digital Transactions Lead in India; Mulls Digital Payments Service Launch,04-04-2017
Pre-Market Briefing: US Equities Futures Extend Declines After Weak Auto Sales,04-04-2017
WhatsApp gets into digital payments?,04-04-2017
"StockWatch Alert: 21% return on Advanced Micro Devices, or get option-trade ideas on Facebook, Micron, Verizon Communications and Whiting Petroleum or any stock you choose",01-04-2017
Mark Zuckerberg's New Year's resolution,01-04-2017
Market Chatter: Facebook Under Pressure From Congress to Notify People Who Saw Russia-Backed Posts,11-03-2017
"New Research: Key Drivers of Growth for Bank of America, Snap Inc, AT&T, Facebook, Alphabet, and IBM - A Look Behind the Scenes at Consolidated Results, Factors of Influence, Major Initiatives and Sustained Production",10-03-2017
Pre-Market Briefing: US Equities Futures Modestly Higher After New Records; Wells Fargo CEO to Testify,10-03-2017
Facebook Says 10 Mln US Users Saw Russia-Linked Divisive Ads,10-03-2017
Facebook to Announce Second Quarter 2017 Results,07-03-2017
Market Chatter: Facebook Down More Than 1% Though Judge Sides with Company on Cookies,07-03-2017
Dow hits new record high; FAANG stocks slump,07-03-2017
Facebook wins dismissal of U.S. user-privacy suit,07-03-2017
Nike to Sell Some Products Through Facebook's Instagram Photo Sharing App,07-03-2017
Facebook eases into crosshairs of EU antitrust watchdogs,07-03-2017
WhatsApp goes down worldwide,05-03-2017
"MT Newswires' After Hours Watch List: FIVN, LNTH, FB, TSLA",05-03-2017
MT Newswires After-Hours News Movers,05-03-2017
"FB, Q1, Operating Metrics Released",05-03-2017
"Facebook misses by $0.08, beats on revenue",05-03-2017
Facebook Reports First Quarter 2017 Results,05-03-2017
"Earnings Reaction History: Facebook Inc., 27.3% Follow-Through Indicator, 4.9% Sensitive",05-03-2017
"Facebook adding 3,000 to review graphic/violent content",05-03-2017
"Facebook To Hire 3,000 People to Monitor Violent Posts",05-03-2017
Facebook Holds Post-Earnings Trading Pattern Favoring Long Play,05-03-2017
Facebook to Announce First Quarter 2017 Results,04-03-2017
WSJ: Facebook seeking pitches for TV-like video series,03-03-2017
"INVESTOR ALERT: Levi & Korsinsky, LLP Reminds Investors of Facebook, Inc. of a Class Action Lawsuit and a Lead Plaintiff Deadline of March 28, 2017 – FB",03-03-2017
"DEADLINE ALERT: Brower Piven Alerts Shareholders Of Approaching Deadline In Class Action Lawsuit And Encourages Those With Losses In Excess Of $100,000 From Investment In Facebook, Inc. To Contact The Firm",03-03-2017
"FB SHAREHOLDER ALERT: The Law Offices of Vincent Wong Notifies Investors of Commencement of a Class Action Involving Facebook, Inc. and a Lead Plaintiff Deadline of March 28, 2017",02-03-2017
"SHAREHOLDER ALERT: Bronstein, Gewirtz & Grossman, LLC Notifies Investors of Class Action Against Facebook, Inc. (FB) & Lead Plaintiff Deadline: March 28, 2017",02-03-2017
Shareholder Chan Zuckerberg Foundation Mark Zuckerberg Ttee Files To Sell $32.5M of FB on 12/21/16,01-03-2017
Shareholder CZI Holdings LLC Files To Sell $15.0M of FB on 12/21/16,01-03-2017
Facebook to Announce Fourth Quarter and Full Year 2016 Results,01-03-2017
"Goldman Sachs coverage on Facebook, Alphabet, Amazon, Netflix steady at Buy",01-03-2017
--Analyst Actions: Aegis Capital Initiates Coverage on Facebook with Buy Rating and $150 PT,01-03-2017
Facebook started with Buy rating at Aegis Capital,01-03-2017
Internet Stocks Expected by Goldman Sachs to Outperform Broader Market in 2017,01-03-2017
"After Hours Watch List Scorecard: ESIO, TSLA, FB",11-02-2017
Analyst Actions: Facebook Receives Price-Target Cut From Pivotal on Guidance for 2018 Expense Jump,11-02-2017
Pre-Market Briefing: US Equities Futures Lower; Trump Seen Naming Jerome Powell as Next Fed Chair,11-02-2017
Tech firms voice support for 'Dreamers',11-02-2017
Facebook: About 10M saw Russian ads designed to sway election,10-02-2017
"Snapchat ad growth to be slower than expected, eMarketer says",10-02-2017
"Facebook to add 1,000 hires to ad review process",10-02-2017
Sector Update: Technology Stocks Higher Before the Bell,10-02-2017
Market Chatter: Facebook Said to Turn Over Russia-Linked Ads to Congress on Monday,10-02-2017
Pre-Market Briefing: US Equities Futures Edge Higher; Trump to Decide on Fed Chairman in 2-3 Weeks,10-02-2017
FANG frothiness to continue?,06-02-2017
Notable earnings after Wednesday’s close,05-02-2017
"Stocks Flat As Focus Shifts to FOMC, Apple Earnings",05-02-2017
"Investors: Covered Call reports for Exelixis, Facebook, Priceline, Pfizer Inc. and AT&T include trade ideas that offer returns of 18% or more!",05-02-2017
Oculus slashes price of VR gear,03-02-2017
"After Hours Watch List Scorecard: AVIR, SFLY, CVEO, FB",02-02-2017
MT Newswires' Analyst Notebook: FB,02-02-2017
Facebook downgraded to Hold at Pivotal Research,02-02-2017
Facebook subdued following strong Q4 2016 earnings; outlook for lesser ad revenue growth rate and higher expenses reiterated,02-02-2017
"Wall Street Turns Defensive on FOMC Ambiguity, Political Tensions",02-02-2017
"--Analyst Actions: RBC Raises Price Target on Facebook to $175 From $170, Maintains Outperform Rating",02-02-2017
"Analyst Actions: Facebook Downgraded to Hold by Pivotal, PT Cut on Higher-Than-Expected Expense Guidance",02-02-2017
"Market Chatter: Microsoft, Facebook Among US Firms Said to Circulate Letter on Immigration Order to Trump",02-02-2017
Tech sector drafts letter against Trump travel ban,02-02-2017
Market Chatter: Facebook's Virtual Reality Unit Oculus Ordered to Pay $500 Mln to ZeniMax by Texas Jury,02-02-2017
"Pre-Market Briefing: US Futures Lower Amid Lackluster Earnings, Dollar Weaker",02-02-2017
Morgan Stanley analyst outlines how Facebook can break even on Watch,12-01-2017
"JPMorgan analyst names Netflix, Facebook top internet picks",12-01-2017
"MT Newswires' After Hours Watch List: ESIO, TSLA, FB",11-01-2017
MT Newswires After-Hours News Movers,11-01-2017
"FB, Q3, Operating Metrics Released",11-01-2017
"Close Update: Fed Keeps Dec Rate Hike in Play, Sees ""Solid"" Growth Despite Hurricanes",11-01-2017
Facebook Handily Beats Street's Q3 Expectations,11-01-2017
Facebook Reports Third Quarter 2017 Results,11-01-2017
Dow and S&P Trade Higher As Fed Leaves Dec Rate Hike Intact,11-01-2017
"Earnings Reaction History: Facebook Inc., 27.3% Follow-Through Indicator, 4.2% Sensitive",11-01-2017
"Facebook Shares Touch Record Ahead of Q3 Earnings Release; Revenue, EPS Seen Growing Over 40%",11-01-2017
OPTIONS: Straddle Prices for Companies Reporting Financial Results This Week,11-01-2017
"Market Chatter: Facebook Reportedly Working on Video Chat Device, Standalone Smart Speaker",08-01-2017
Bloomberg: Facebook building video chat device for homes,08-01-2017
EU: Social media handling of hate speech is getting better,06-01-2017
Report: Facebook code looks to presage teen messaging app,06-01-2017
IDC: AR and VR headsets ship 2.3M units in Q1,06-01-2017
Microsoft Launches New Version of Skype to Compete with Snapchat and Messenger,06-01-2017
Facebook hosts annual meeting,06-01-2017
Stocks Mixed With Nasdaq at Record High Before Tech Sector Earnings,05-01-2017
Close Update: Nasdaq Sets Record High as Tech Earnings Awaited,05-01-2017
Nasdaq Sets Record High as Tech Shares Surge Before Apple's Earnings,05-01-2017
Midday Updates: Wall Street Trends Higher As Tech Sector Offsets Weak Econ Data,05-01-2017
"SHAREHOLDER ALERT: Bronstein, Gewirtz & Grossman, LLC Announces Investigation of KBR, Inc. (KBR)",05-01-2017
Market Chatter: Facebook To Slash Oculus VR Headset Prices,03-01-2017
ZeniMax Media awarded $500M in Oculus case verdict,02-01-2017
"FB, Q4, Operating Metrics Released",02-01-2017
"MT Newswires' After Hours Watch List: AVIR, SFLY, CVEO, FB",02-01-2017
MT Newswires After-Hours News Movers,02-01-2017
Facebook levied $500M judgment in Oculus-ZeniMax Media case,02-01-2017
Facebook Posts Q4 Beat - Shares Up After Hours,02-01-2017
Facebook Reports Fourth Quarter and Full Year 2016 Results,02-01-2017
"Earnings Reaction History: Facebook Inc., 27.3% Follow-Through Indicator, 4.8% Sensitive",02-01-2017
